product_id,sessions_a2b_qty,sessions_with_order,events_a2b_qty,events_pdp_a2b_qty,events_plp_a2b_qty,events_search_plp_a2b_qty,pages_before_a2b_qty,pdp_before_a2b_qty,plp_before_a2b_qty,search_plp_before_a2b_qty
20045419,1,0,1,1,0,0,2,1,1,0
20045425,1,0,1,1,0,0,2,2,0,0
20045458,1,1,1,1,0,0,3,2,1,0
20045469,1,0,1,1,0,0,5,1,2,2
20045480,1,0,1,1,0,0,2,1,1,0
20045517,1,0,1,1,0,0,1,1,0,0
20045554,1,0,1,1,0,0,7,6,1,0
20045589,1,1,1,1,0,0,15,15,0,0
20045596,1,1,1,1,0,0,2,1,1,0
20045614,1,0,1,1,0,0,3,3,0,0
20045629,1,0,1,1,0,0,1,1,0,0
20045643,1,0,1,0,0,1,2,0,0,2
20045713,1,1,1,1,0,0,4,1,0,3
20045903,1,0,1,0,0,1,2,0,0,2
20045908,1,0,1,1,0,0,4,2,2,0
20045909,1,0,1,1,0,0,1,1,0,0
20045913,1,0,1,0,0,1,6,0,1,5
20045933,1,0,1,1,0,0,9,9,0,0
20045957,1,0,1,1,0,0,7,6,1,0
20045961,1,1,1,0,0,1,10,1,2,7
20045994,1,1,2,2,0,0,3,3,0,0
20045997,1,0,1,1,0,0,2,2,0,0
20046137,1,1,1,0,0,1,17,5,2,10
20046138,1,0,1,1,0,0,3,2,1,0
20046147,1,0,1,0,0,1,2,0,0,2
20046148,1,0,1,0,0,1,2,0,0,2
20046184,1,0,1,1,0,0,10,9,0,1
20046191,1,1,1,1,0,0,5,2,0,3
20046192,1,0,1,1,0,0,5,2,3,0
20046255,1,0,1,1,0,0,7,5,0,2
20046259,1,0,2,1,0,1,6,1,0,5
20046268,1,0,1,1,0,0,1,1,0,0
20046274,1,0,1,0,0,1,3,0,0,3
20046289,1,1,1,1,0,0,3,2,1,0
20046295,1,0,1,0,0,1,3,0,1,2
20046298,1,0,1,1,0,0,3,3,0,0
20046307,1,0,1,0,0,1,6,0,1,5
20046331,1,1,1,1,0,0,1,1,0,0
20046348,1,0,1,0,0,1,5,0,0,5
20046356,1,1,1,1,0,0,3,3,0,0
20046389,1,1,1,1,0,0,4,2,1,1
20046475,1,1,1,0,0,1,11,0,1,10
20046477,1,0,1,0,0,1,13,0,1,12
20046494,1,1,1,0,0,1,2,0,1,1
20046517,1,1,1,0,0,1,4,0,1,3
20046713,1,0,1,1,0,0,11,3,3,5
20046754,1,0,1,1,0,0,2,2,0,0
20046837,1,1,1,0,0,1,5,1,2,2
20046847,1,0,2,2,0,0,20,20,0,0
20046863,1,0,1,0,0,1,5,0,2,3
20046864,1,0,1,1,0,0,2,2,0,0
20046942,1,0,1,1,0,0,2,2,0,0
20046970,1,0,1,0,0,1,1,0,0,1
20046981,1,1,1,1,0,0,5,5,0,0
20047020,1,0,1,1,0,0,7,7,0,0
20047063,1,1,1,1,0,0,4,2,2,0
20047312,1,1,1,1,0,0,2,2,0,0
20047343,1,0,2,2,0,0,2,2,0,0
20047391,1,0,1,1,0,0,3,2,1,0
20047394,1,0,1,1,0,0,2,1,1,0
20047402,1,0,1,1,0,0,9,7,2,0
20047414,1,0,1,0,0,1,5,0,2,3
20047419,1,0,1,0,0,1,2,0,1,1
20047434,1,1,1,1,0,0,9,8,1,0
20047440,1,0,1,1,0,0,3,3,0,0
20047544,1,0,1,1,0,0,2,1,1,0
20047547,1,0,1,0,0,1,5,0,1,4
20047581,1,1,1,1,0,0,1,0,0,0
20047582,1,0,1,1,0,0,3,1,2,0
20047590,1,0,1,1,0,0,3,1,2,0
20047600,1,1,1,1,0,0,3,1,1,1
20047634,1,0,1,1,0,0,2,1,1,0
20047660,1,1,1,1,0,0,9,2,4,3
20047707,1,0,1,1,0,0,2,2,0,0
20047740,1,0,1,1,0,0,3,1,2,0
20047742,1,0,1,1,0,0,2,2,0,0
20047748,1,0,1,1,0,0,3,1,2,0
20047879,1,0,1,1,0,0,16,3,2,11
20047980,1,0,1,0,0,1,14,1,0,13
20047999,1,0,1,1,0,0,3,1,2,0
20048079,1,0,1,1,0,0,2,2,0,0
20048143,1,0,1,1,0,0,1,1,0,0
20048179,1,0,1,1,0,0,2,1,1,0
20048195,1,0,1,1,0,0,14,12,2,0
20048917,1,0,1,1,0,0,4,4,0,0
20049248,1,1,1,0,0,1,33,11,5,17
20049287,1,1,1,0,0,1,22,4,0,18
20049800,1,0,1,0,0,1,4,0,1,3
20049801,1,1,1,0,0,1,3,0,1,2
20049802,1,0,1,0,0,1,7,0,1,6
20049823,1,1,1,1,0,0,6,3,2,1
20049824,1,1,1,1,0,0,5,2,2,1
20049828,1,1,1,1,0,0,6,6,0,0
20049829,1,0,1,0,0,1,4,0,1,3
20049834,1,0,1,1,0,0,5,4,1,0
20049840,1,0,1,1,0,0,6,5,1,0
20049846,1,0,1,1,0,0,13,10,0,3
20049928,1,0,1,1,0,0,2,2,0,0
20050020,1,0,1,0,0,1,2,0,1,1
20050100,1,0,1,1,0,0,1,1,0,0
20050618,1,1,1,1,0,0,1,1,0,0
20050620,1,1,1,1,0,0,9,8,0,1
20050633,1,1,1,1,0,0,2,2,0,0
20050648,1,0,1,1,0,0,9,9,0,0
20050662,1,0,1,1,0,0,14,3,1,10
20050749,1,0,1,0,0,1,13,0,1,12
20050758,1,0,1,0,0,1,5,0,1,4
20050809,1,0,1,0,0,1,14,0,1,13
20050822,1,0,1,0,0,1,4,1,0,3
20050837,1,1,2,2,0,0,13,4,0,9
20050874,1,1,1,1,0,0,1,1,0,0
20050938,1,1,1,1,0,0,3,3,0,0
20050941,1,1,1,1,0,0,3,3,0,0
20050960,1,1,1,0,0,1,3,1,0,2
20051049,1,0,1,1,0,0,3,3,0,0
20051069,1,0,1,1,0,0,3,3,0,0
20051157,1,1,1,1,0,0,5,4,1,0
20051355,1,0,1,1,0,0,5,5,0,0
20051363,1,1,1,1,0,0,4,2,2,0
20051585,1,1,1,1,0,0,6,5,0,1
20051614,1,1,1,1,0,0,13,5,2,6
20051626,1,1,1,1,0,0,1,1,0,0
20051631,1,0,1,1,0,0,1,1,0,0
20051688,1,0,1,0,0,1,5,0,3,2
20051730,1,0,1,0,0,1,4,0,1,3
20051731,1,1,1,1,0,0,2,1,1,0
20051736,1,1,1,0,0,1,14,4,1,9
20051768,1,0,1,1,0,0,1,1,0,0
20051774,1,1,1,1,0,0,4,3,0,1
20052010,1,1,1,0,0,1,5,1,0,4
20052107,1,1,1,1,0,0,4,4,0,0
20052242,1,1,1,1,0,0,8,7,1,0
20052341,1,0,1,0,0,1,2,1,0,1
20052348,1,1,1,1,0,0,9,6,2,1
20052497,1,1,1,1,0,0,5,3,2,0
20052499,1,1,1,1,0,0,12,4,2,6
20052508,1,1,1,1,0,0,3,2,1,0
20052512,1,0,1,0,0,1,4,1,0,3
20052593,1,0,1,0,0,1,7,3,1,3
20052794,1,0,1,1,0,0,1,1,0,0
20053113,1,0,1,1,0,0,6,3,1,2
20053115,1,0,1,1,0,0,6,3,1,2
20053127,1,0,1,1,0,0,2,1,1,0
20053130,1,0,1,1,0,0,2,2,0,0
20053131,1,1,1,0,0,1,6,1,0,5
20053138,1,1,1,0,0,1,9,1,3,5
20053141,1,0,1,1,0,0,7,3,0,4
20053149,1,1,1,1,0,0,3,2,1,0
20053153,1,1,1,1,0,0,4,4,0,0
20053176,1,1,1,1,0,0,6,6,0,0
20053178,1,1,1,1,0,0,2,1,1,0
20053184,1,0,1,1,0,0,2,2,0,0
20053292,1,0,1,1,0,0,1,1,0,0
20053484,1,1,1,1,0,0,5,4,0,1
20053491,1,1,1,1,0,0,1,1,0,0
20053554,1,1,1,1,0,0,10,8,2,0
20053561,1,0,1,0,0,1,4,0,3,1
20053564,1,0,1,1,0,0,5,3,1,1
20053566,1,0,1,1,0,0,2,2,0,0
20053569,1,1,1,0,0,1,3,1,1,1
20053640,1,1,1,1,0,0,14,6,2,6
20053656,1,0,1,0,0,1,3,0,1,2
20053657,1,1,1,1,0,0,3,2,0,1
20053658,1,0,1,1,0,0,1,1,0,0
20053664,1,1,1,1,0,0,4,4,0,0
20053694,1,0,1,1,0,0,1,1,0,0
20053706,1,1,2,2,0,0,1,1,0,0
20053717,1,0,1,0,0,1,12,0,1,11
20053719,1,0,1,0,0,1,10,0,1,9
20053751,1,0,1,1,0,0,1,1,0,0
20053760,1,0,1,1,0,0,1,1,0,0
20053775,1,1,1,1,0,0,8,7,0,1
20053783,1,0,1,0,0,1,1,0,0,1
20053791,1,1,1,1,0,0,1,1,0,0
20053799,1,1,1,1,0,0,4,3,1,0
20053806,1,0,1,0,0,1,11,0,1,10
20053882,1,0,1,1,0,0,1,1,0,0
20053944,1,1,1,1,0,0,5,4,1,0
20054003,1,1,1,0,0,1,11,5,1,5
20054048,1,1,1,1,0,0,3,3,0,0
20054065,1,0,1,1,0,0,4,3,0,1
20054078,1,0,1,1,0,0,1,1,0,0
20054094,1,0,1,0,0,1,4,2,0,2
20054099,1,0,1,1,0,0,1,1,0,0
20054254,1,1,1,1,0,0,9,4,1,4
20054273,1,1,1,1,0,0,15,9,0,6
20054704,1,0,5,5,0,0,1,1,0,0
20054743,1,0,1,1,0,0,3,3,0,0
20054897,1,0,1,0,0,1,2,1,0,1
20054934,1,1,1,1,0,0,4,1,0,3
20054993,1,1,1,1,0,0,3,3,0,0
20055390,1,1,1,1,0,0,5,5,0,0
20055538,1,1,1,1,0,0,1,1,0,0
20058544,1,0,1,1,0,0,1,1,0,0
20060697,1,0,1,0,0,1,6,2,0,4
20060708,1,0,2,0,0,2,6,2,0,4
20060810,1,0,1,0,0,1,4,0,0,4
20060954,1,0,1,1,0,0,2,2,0,0
20060973,1,0,1,1,0,0,1,1,0,0
20061067,1,0,1,1,0,0,4,4,0,0
20061139,1,0,1,1,0,0,14,9,1,4
20061140,1,0,1,1,0,0,1,1,0,0
20061175,1,0,1,1,0,0,6,1,5,0
20061393,1,1,1,1,0,0,1,0,0,0
20066645,1,0,1,0,0,1,2,0,0,2
20067436,1,0,1,1,0,0,3,1,1,1
20067569,1,1,1,0,0,1,5,0,0,5
20072542,1,1,1,0,0,1,61,36,3,22
20075577,1,0,1,0,0,1,6,3,0,3
20075605,1,0,1,1,0,0,1,1,0,0
20075683,1,1,1,1,0,0,3,1,2,0
20075707,1,0,1,0,0,1,3,0,1,2
20075817,1,0,1,0,0,1,12,7,1,4
20076116,1,1,1,0,0,1,6,1,1,4
20076254,1,0,1,1,0,0,16,6,1,9
20076870,1,1,1,1,0,0,1,1,0,0
20076956,1,1,1,1,0,0,1,1,0,0
20077710,1,1,1,0,0,1,3,0,1,2
20077753,1,1,1,0,0,1,1,0,0,1
20078155,1,0,1,1,0,0,4,4,0,0
20078211,1,0,1,0,0,1,61,2,1,58
20078648,1,0,1,0,0,1,3,0,0,3
20078707,1,1,1,0,0,1,1,0,0,1
20078728,1,0,1,1,0,0,1,1,0,0
20078751,1,1,1,0,0,1,1,0,0,1
20079490,1,1,1,1,0,0,12,9,1,2
20079640,1,0,1,1,0,0,1,1,0,0
20079649,1,0,1,1,0,0,5,4,0,1
20079920,1,1,1,1,0,0,1,1,0,0
20080040,1,0,1,1,0,0,5,4,1,0
20080184,1,0,2,2,0,0,1,1,0,0
20080256,1,0,1,1,0,0,3,3,0,0
20080257,1,0,1,1,0,0,11,11,0,0
20080278,1,1,1,1,0,0,1,1,0,0
20080296,1,1,1,1,0,0,7,1,2,4
20080473,1,0,1,0,0,1,2,1,0,1
20080477,1,0,1,1,0,0,8,8,0,0
20080504,1,1,1,1,0,0,2,2,0,0
20080523,1,1,1,1,0,0,4,4,0,0
20080829,1,1,1,1,0,0,1,1,0,0
20080863,1,0,1,1,0,0,2,2,0,0
20080873,1,1,1,1,0,0,1,1,0,0
20080989,1,0,1,1,0,0,1,1,0,0
20081023,1,0,1,1,0,0,1,1,0,0
20081076,1,1,1,1,0,0,2,2,0,0
20081125,1,1,1,1,0,0,2,2,0,0
20081163,1,0,1,1,0,0,1,1,0,0
20081168,1,0,1,0,0,1,11,2,0,9
20081218,1,0,1,0,0,1,12,9,2,1
20081221,1,0,1,1,0,0,1,1,0,0
20081273,1,0,2,2,0,0,11,9,0,2
20081335,1,1,1,1,0,0,1,1,0,0
20081358,1,0,2,2,0,0,1,1,0,0
20081426,1,1,2,2,0,0,2,2,0,0
20081458,1,0,1,1,0,0,1,1,0,0
20081912,1,1,1,1,0,0,1,1,0,0
20081990,1,1,1,1,0,0,2,1,1,0
20082205,1,1,1,1,0,0,2,2,0,0
20084895,1,0,1,1,0,0,7,4,0,3
20085242,1,1,1,1,0,0,2,1,1,0
20094000,1,0,1,1,0,0,6,2,3,1
20097335,1,0,1,1,0,0,2,1,1,0
20097759,1,0,1,1,0,0,1,1,0,0
20098728,1,0,1,1,0,0,2,1,1,0
20100006,1,1,1,1,0,0,1,1,0,0
20100173,1,0,1,0,0,1,2,1,0,1
20100178,1,0,1,1,0,0,2,1,1,0
20100294,1,0,1,1,0,0,1,1,0,0
20100346,1,0,1,1,0,0,4,3,1,0
20100378,1,0,1,1,0,0,1,1,0,0
20100429,1,0,1,1,0,0,2,1,1,0
20100525,1,0,1,0,0,1,1,0,0,1
20100560,1,0,1,1,0,0,11,10,0,1
20100851,1,0,1,0,0,1,4,0,2,2
20100882,1,1,1,1,0,0,5,4,1,0
20100893,1,0,1,1,0,0,1,1,0,0
20101076,1,0,1,1,0,0,3,2,1,0
20101260,1,0,1,0,0,1,16,4,0,12
20101737,1,1,1,1,0,0,17,7,0,10
20101860,1,1,2,0,0,2,10,3,1,6
20101875,1,1,2,0,0,2,5,4,0,1
20102590,1,1,1,1,0,0,2,1,1,0
20102616,1,0,1,1,0,0,1,1,0,0
20102677,1,1,1,1,0,0,2,2,0,0
20102775,1,1,1,0,0,1,6,2,1,3
20102813,1,1,1,1,0,0,1,1,0,0
20130439,1,1,1,1,0,0,3,2,0,1
20131261,1,1,1,1,0,0,3,2,1,0
20131276,1,1,1,1,0,0,4,4,0,0
20131293,1,0,1,1,0,0,2,2,0,0
20131300,1,0,1,1,0,0,1,1,0,0
20131365,1,1,1,0,0,1,8,0,0,8
20131409,1,1,1,1,0,0,3,3,0,0
20131419,1,0,1,0,0,1,1,0,0,1
20131424,1,0,1,1,0,0,2,1,1,0
20131456,1,0,1,0,0,1,7,0,0,7
20132125,1,0,1,1,0,0,11,4,0,7
20132126,1,1,1,1,0,0,16,8,2,6
20132214,1,1,1,1,0,0,1,1,0,0
20132324,1,1,1,0,0,1,2,0,1,1
20132380,1,1,1,0,0,1,7,0,1,6
20132464,1,0,1,1,0,0,4,3,1,0
20132648,1,1,1,1,0,0,5,4,0,1
20132683,1,0,1,0,0,1,3,1,1,1
20132721,1,0,1,1,0,0,2,1,1,0
20132724,1,0,1,1,0,0,5,4,1,0
20132727,1,1,1,1,0,0,9,6,1,2
20132729,1,1,1,0,0,1,2,0,1,1
20132769,1,1,1,1,0,0,9,1,1,7
20132869,1,0,1,1,0,0,1,1,0,0
20132887,1,0,1,1,0,0,17,15,2,0
20132899,1,1,1,0,0,1,2,0,0,2
20132980,1,1,1,1,0,0,3,2,1,0
20133009,1,0,1,0,0,1,2,0,1,1
20133104,1,0,1,1,0,0,3,1,1,1
20133216,1,1,1,1,0,0,2,1,1,0
20133270,1,1,1,1,0,0,7,3,1,3
20133328,1,0,1,1,0,0,2,2,0,0
20133469,1,0,1,0,0,1,3,0,1,2
20133516,1,0,1,1,0,0,1,1,0,0
20134347,1,0,1,1,0,0,1,1,0,0
20134379,1,0,1,1,0,0,2,1,1,0
20138799,1,0,1,1,0,0,2,2,0,0
20138880,1,1,1,1,0,0,1,1,0,0
20138907,1,0,1,0,0,1,9,6,0,3
20138998,1,1,2,2,0,0,3,3,0,0
20139085,1,1,1,1,0,0,1,1,0,0
20139217,1,0,1,1,0,0,2,2,0,0
20149669,1,1,1,1,0,0,8,7,1,0
20149693,1,1,1,1,0,0,1,1,0,0
20149741,1,1,1,1,0,0,1,1,0,0
20149863,1,0,1,1,0,0,6,6,0,0
20150014,1,0,1,0,0,1,5,2,1,2
20150018,1,0,1,1,0,0,2,2,0,0
20150051,1,0,1,1,0,0,1,1,0,0
20150191,1,0,1,1,0,0,3,1,2,0
20150199,1,0,1,1,0,0,4,3,1,0
20150214,1,0,1,1,0,0,1,1,0,0
20150274,1,1,1,0,0,1,17,0,1,16
20150419,1,0,1,1,0,0,2,1,1,0
20150468,1,0,1,1,0,0,3,1,0,2
20150609,1,0,1,1,0,0,2,1,0,1
20155781,1,0,1,1,0,0,2,2,0,0
20156115,1,1,1,1,0,0,6,6,0,0
20156116,1,1,1,1,0,0,7,7,0,0
20161316,1,0,1,1,0,0,1,1,0,0
20162013,1,1,1,1,0,0,2,2,0,0
20162088,1,1,1,1,0,0,1,1,0,0
20162095,1,1,1,1,0,0,3,3,0,0
20165258,1,0,1,1,0,0,2,2,0,0
20167864,1,1,1,1,0,0,1,1,0,0
20167975,1,0,1,1,0,0,7,6,1,0
20170191,1,0,1,1,0,0,3,3,0,0
20171361,1,1,2,0,0,2,4,0,1,3
20178004,1,0,1,1,0,0,3,3,0,0
20178104,1,1,1,0,0,1,7,2,1,4
20178177,1,0,1,1,0,0,1,1,0,0
20178187,1,1,1,1,0,0,6,2,1,3
20178202,1,0,1,1,0,0,1,1,0,0
20178229,1,0,1,1,0,0,1,1,0,0
20178316,1,1,1,1,0,0,8,4,0,4
20178343,1,1,1,1,0,0,1,1,0,0
20183004,1,1,1,1,0,0,2,2,0,0
20183076,1,0,1,1,0,0,1,1,0,0
20184462,1,0,1,0,0,1,6,0,1,5
20184468,1,0,1,1,0,0,6,4,0,2
20188066,1,0,1,1,0,0,2,2,0,0
20195765,1,0,1,1,0,0,3,2,1,0
20198252,1,0,1,0,0,1,9,4,1,4
20201320,1,1,1,1,0,0,3,3,0,0
20210324,1,0,1,1,0,0,2,2,0,0
20218835,1,1,1,1,0,0,4,4,0,0
20218847,1,0,1,1,0,0,1,1,0,0
20218880,1,0,1,1,0,0,1,1,0,0
20218885,1,0,2,2,0,0,2,2,0,0
20218906,1,0,1,1,0,0,1,1,0,0
20218933,1,1,1,1,0,0,1,1,0,0
20219125,1,0,2,2,0,0,2,2,0,0
20219189,1,1,1,1,0,0,2,2,0,0
20219190,1,0,1,1,0,0,2,1,1,0
20219197,1,0,1,1,0,0,1,0,0,0
20219198,1,0,1,0,0,1,4,1,1,2
20219200,1,0,1,0,0,1,4,1,1,2
20219212,1,1,2,2,0,0,1,1,0,0
20219223,1,1,1,1,0,0,1,1,0,0
20219244,1,0,1,1,0,0,1,1,0,0
20219245,1,0,1,1,0,0,1,1,0,0
20219255,1,0,1,1,0,0,1,1,0,0
20228164,1,1,1,1,0,0,3,1,2,0
20228743,1,0,1,1,0,0,7,6,1,0
20228766,1,0,1,1,0,0,3,3,0,0
20230554,1,1,1,1,0,0,2,2,0,0
20230853,1,0,1,1,0,0,3,1,1,1
20231011,1,0,1,0,0,1,7,3,0,4
20231016,1,0,1,1,0,0,1,1,0,0
20231148,1,0,1,1,0,0,4,4,0,0
20232393,1,1,1,0,0,1,1,0,0,1
20232748,1,1,1,1,0,0,6,5,1,0
20232772,1,0,1,1,0,0,11,10,1,0
20232846,1,0,1,1,0,0,13,12,1,0
20232892,1,0,1,1,0,0,1,1,0,0
20232893,1,0,1,1,0,0,7,6,1,0
20232945,1,1,1,1,0,0,5,1,1,3
20233024,1,0,2,2,0,0,3,3,0,0
20235137,1,1,1,1,0,0,1,1,0,0
20235150,1,0,1,1,0,0,1,1,0,0
20235160,1,0,2,0,0,2,1,0,0,1
20235172,1,0,1,1,0,0,1,1,0,0
20235177,1,0,1,1,0,0,11,2,1,8
20235180,1,1,1,0,0,1,4,0,0,4
20235181,1,1,2,2,0,0,1,1,0,0
20235184,1,1,1,0,0,1,12,1,1,10
20236902,1,1,1,1,0,0,2,1,1,0
20236941,1,1,1,1,0,0,20,16,1,3
20236942,1,0,1,1,0,0,1,1,0,0
20237752,1,1,1,1,0,0,1,1,0,0
20237753,1,1,1,0,0,1,2,1,0,1
20237785,1,1,1,1,0,0,1,1,0,0
20237800,1,0,1,1,0,0,1,1,0,0
20237801,1,0,1,1,0,0,1,1,0,0
20237902,1,0,1,1,0,0,3,3,0,0
20238010,1,0,1,1,0,0,1,1,0,0
20238033,1,1,1,1,0,0,2,2,0,0
20238037,1,0,1,1,0,0,13,13,0,0
20238038,1,1,2,0,0,2,12,10,0,2
20238039,1,0,1,1,0,0,2,1,0,1
20238062,1,1,1,1,0,0,1,0,0,0
20238149,1,1,1,1,0,0,1,1,0,0
20238150,1,1,1,1,0,0,9,7,1,1
20238212,1,0,1,1,0,0,6,5,1,0
20238214,1,0,1,1,0,0,1,1,0,0
20238249,1,0,1,1,0,0,1,1,0,0
20238253,1,0,1,1,0,0,1,1,0,0
20238265,1,0,1,1,0,0,3,1,0,2
20238290,1,1,1,0,0,1,1,0,0,1
20238329,1,0,2,2,0,0,1,1,0,0
20238667,1,0,1,1,0,0,4,2,0,2
20238669,1,0,1,1,0,0,1,1,0,0
20238963,1,1,1,1,0,0,7,7,0,0
20238976,1,0,1,1,0,0,3,3,0,0
20239061,1,0,1,0,0,1,2,0,1,1
20239203,1,1,1,1,0,0,3,1,1,1
20239331,1,1,1,1,0,0,1,1,0,0
20239471,1,0,1,1,0,0,2,2,0,0
20239527,1,0,1,1,0,0,3,2,1,0
20239590,1,1,1,1,0,0,2,2,0,0
20239624,1,0,1,1,0,0,24,13,2,9
20240039,1,0,1,1,0,0,1,1,0,0
20240480,1,1,1,1,0,0,1,1,0,0
20240522,1,0,1,1,0,0,15,4,0,11
20240716,1,1,1,1,0,0,3,2,0,1
20240719,1,1,1,1,0,0,8,8,0,0
20240788,1,0,1,0,0,1,5,0,0,5
20240852,1,0,1,1,0,0,3,3,0,0
20240872,1,0,1,1,0,0,2,1,1,0
20240873,1,0,1,1,0,0,7,3,1,3
20244803,1,0,1,1,0,0,3,3,0,0
20244806,1,1,1,0,0,1,3,1,0,2
20244859,1,1,1,1,0,0,1,1,0,0
20245720,1,0,1,1,0,0,1,1,0,0
20245761,1,0,1,1,0,0,9,4,3,2
20245915,1,0,1,1,0,0,1,1,0,0
20245925,1,1,1,1,0,0,1,1,0,0
20245935,1,1,1,1,0,0,3,3,0,0
20245957,1,1,1,0,0,1,2,0,1,1
20246009,1,1,1,1,0,0,1,1,0,0
20246024,1,1,2,2,0,0,1,1,0,0
20246056,1,0,1,1,0,0,1,1,0,0
20246137,1,0,1,1,0,0,2,2,0,0
20246150,1,1,2,2,0,0,4,4,0,0
20246255,1,0,1,0,0,1,4,3,0,1
20246815,1,1,1,1,0,0,4,1,0,3
20246895,1,1,1,1,0,0,2,2,0,0
20247087,1,0,1,1,0,0,4,4,0,0
20247165,1,0,1,1,0,0,4,4,0,0
20247236,1,1,2,2,0,0,1,1,0,0
20247287,1,0,1,1,0,0,6,4,2,0
20247477,1,0,1,1,0,0,2,2,0,0
20247656,1,1,1,1,0,0,1,1,0,0
20248013,1,1,1,1,0,0,11,4,2,5
20248705,1,0,1,1,0,0,1,1,0,0
20248811,1,1,1,1,0,0,2,1,1,0
20248914,1,0,2,2,0,0,1,1,0,0
20249015,1,0,1,1,0,0,2,1,1,0
20249022,1,1,2,2,0,0,2,2,0,0
20249319,1,1,1,1,0,0,6,6,0,0
20250564,1,0,1,1,0,0,3,1,1,1
20250574,1,1,1,1,0,0,1,1,0,0
20250594,1,0,1,0,0,1,4,1,0,3
20250963,1,0,2,2,0,0,2,2,0,0
20250968,1,1,1,0,0,1,4,1,0,3
20251112,1,1,1,1,0,0,3,3,0,0
20251430,1,0,1,1,0,0,5,5,0,0
20251514,1,1,1,1,0,0,1,1,0,0
20251691,1,1,1,1,0,0,2,2,0,0
20251704,1,0,1,1,0,0,4,4,0,0
20251713,1,1,1,1,0,0,8,3,0,5
20251751,1,0,1,1,0,0,3,2,1,0
20251782,1,1,1,0,0,1,35,21,2,12
20251843,1,1,1,1,0,0,5,5,0,0
20251847,1,0,1,1,0,0,12,9,3,0
20251908,1,0,1,1,0,0,3,3,0,0
20251952,1,0,1,1,0,0,3,2,0,1
20251963,1,1,1,1,0,0,22,14,3,5
20251989,1,1,1,1,0,0,1,1,0,0
20251991,1,0,1,1,0,0,4,3,1,0
20251996,1,0,1,1,0,0,13,10,3,0
20252004,1,0,1,1,0,0,8,8,0,0
20252019,1,0,1,1,0,0,4,3,1,0
20252585,1,0,1,1,0,0,1,1,0,0
20252632,1,1,1,1,0,0,3,3,0,0
20252635,1,0,1,0,0,1,10,4,3,3
20253195,1,0,1,1,0,0,1,1,0,0
20253393,1,0,1,1,0,0,24,22,2,0
20253408,1,0,1,1,0,0,4,3,1,0
20253411,1,1,1,1,0,0,8,7,1,0
20253419,1,1,1,1,0,0,1,1,0,0
20253516,1,0,1,1,0,0,7,7,0,0
20253543,1,1,1,1,0,0,8,8,0,0
20253629,1,0,1,1,0,0,5,3,2,0
20253633,1,0,1,1,0,0,6,6,0,0
20253639,1,0,1,1,0,0,1,1,0,0
20253767,1,1,1,1,0,0,15,10,1,4
20253769,1,0,1,0,0,1,7,0,0,7
20254360,1,1,1,1,0,0,15,10,1,4
20254591,1,0,1,1,0,0,2,2,0,0
20254810,1,0,1,1,0,0,3,3,0,0
20254811,1,0,1,1,0,0,4,4,0,0
20254884,1,0,1,1,0,0,1,1,0,0
20255026,1,1,1,1,0,0,3,1,2,0
20255275,1,0,1,1,0,0,2,2,0,0
20255353,1,1,1,1,0,0,3,3,0,0
20255563,1,0,1,1,0,0,6,5,1,0
20255611,1,1,1,1,0,0,2,2,0,0
20255662,1,1,1,1,0,0,3,3,0,0
20255791,1,0,1,1,0,0,1,1,0,0
20255807,1,1,1,1,0,0,9,1,2,6
20255903,1,0,2,0,0,2,6,0,0,6
20255908,1,0,1,1,0,0,3,3,0,0
20255914,1,0,1,1,0,0,1,1,0,0
20255936,1,1,1,1,0,0,10,3,2,5
20255954,1,0,1,0,0,1,5,0,1,4
20255997,1,0,1,1,0,0,3,1,2,0
20256026,1,1,1,1,0,0,2,1,1,0
20256031,1,0,1,1,0,0,2,1,1,0
20256045,1,1,1,1,0,0,8,5,1,2
20256046,1,1,1,1,0,0,7,4,1,2
20256057,1,0,2,2,0,0,4,4,0,0
20256071,1,0,1,1,0,0,1,1,0,0
20256172,1,1,1,1,0,0,2,1,1,0
20256192,1,1,1,0,0,1,1,0,0,1
20256195,1,1,1,0,0,1,2,0,0,2
20256248,1,1,1,1,0,0,6,3,2,1
20256317,1,0,1,1,0,0,9,7,2,0
20256319,1,0,1,1,0,0,2,2,0,0
20257490,1,1,1,1,0,0,2,1,1,0
20257555,1,1,1,1,0,0,2,1,1,0
20257581,1,0,1,1,0,0,12,7,1,4
20257631,1,1,1,1,0,0,28,19,0,9
20257723,1,0,1,1,0,0,3,3,0,0
20257741,1,1,1,0,0,1,27,1,3,23
20257788,1,1,2,0,0,2,3,0,0,3
20257790,1,1,4,4,0,0,20,12,3,5
20257795,1,1,1,1,0,0,1,0,0,0
20257816,1,1,1,1,0,0,11,10,1,0
20257833,1,1,1,0,0,1,28,1,3,24
20257846,1,0,1,1,0,0,3,3,0,0
20257853,1,1,2,0,0,2,3,0,0,3
20257858,1,1,1,1,0,0,2,2,0,0
20257890,1,0,1,1,0,0,5,5,0,0
20257895,1,1,1,1,0,0,3,1,0,2
20258650,1,0,1,0,0,1,12,1,0,11
20262360,1,1,1,1,0,0,1,0,0,0
20275067,1,0,2,0,0,2,6,0,1,5
20275221,1,0,1,1,0,0,15,7,1,7
20275250,1,0,1,0,0,1,3,0,0,3
20275252,1,1,1,1,0,0,3,3,0,0
20275345,1,0,1,1,0,0,1,1,0,0
